,Value,System,Privacy,Spam,Finance,Others,commentid,appid
215,现在突然冒出要相册，视频权限，搞不懂你百姓网要这些干什,0,1,0,0,0,4445611,3726
216,这个游戏确实是挺坑人的，不注意就会被坑钱，如果联网玩的话建议把它的应用权限全部关掉，这样就不怕被坑钱了。还有一点不好的就是游戏级别高了，它就不让进了，闪退，但是我删了之后重新下的就可以玩，太坑人，介意的就不要玩,0,0,0,0,0,2365503,6211
217,怎么下载root权限啊？？,0,0,0,0,0,634517,1249
218,垃圾，要直接打电话的权限是几个意思？你就是个游戏好吗,0,1,0,0,0,4568019,25940
219,也开始要各种权限了？你是和uc一起上天吗？卸,0,1,0,0,0,3631107,2056
220,一分都不想给，总想要些你不该有的权,0,1,0,0,0,4872074,1116
221,不好用，进去要打电话权限，不给就进不了，产品到期还要等三天到账，一点不好用，退完钱直接卸载了，还是用金所吧，虽然利息低了点，但方便灵,0,1,0,0,0,4188392,73545
222,就你权限要的最多 还全是广,0,1,1,0,0,4623395,31067
223,总是要开放权限……还闪,0,1,0,0,0,3220237,383017
224,权限全开，小米5sp的miui9，最新版本的小娜。。。。。。。,0,1,0,0,0,4489644,122651
225,为啥要各种你不需要的权限，不给权限不让用，那只好卸载再,0,1,0,0,0,3476517,341
226,打开GPS和权限后，无法及时定位，这两天出现的情况，之前不是这样,0,0,0,0,0,3699317,16307
227,好玩是好玩，但是重点提醒一下，家里有熊孩子的一定要把权限设置好，这游戏只会随时弹推荐购买对话框，只要你一个不小心点了确定就马上扣费。不需要任何其他操作,0,0,0,1,0,4397282,456351
228,以前好用，现在嘛，我只想说你妈卖批只晓得要这样权限那样权限，毛斗连不起一,0,1,0,0,0,4449125,5854
229,什么玩应啊，还要接听挂断电话的权限，这是个什么软件啊，还这么多广告，大不如前啊！后悔下了都！！,0,1,1,0,0,4548582,2757
230,非常卡。要的权限特别多。功能多又乱。但想用的功能还是购物一种…,0,1,0,0,0,4615678,1023
231,我被后台偷跑了几百兆流量，已经在权限里面禁止使用数据流量为啥还能偷跑，太可恶了，用了好几年，决定不用了,1,0,0,0,0,1496979,38546
232,闪退啊，怎么回事？小米3，已经给root权限,0,0,0,0,0,1800148,1249
233,垃圾，完全的网络连接权限，小心偷流,1,0,0,0,0,841127,61245
234,权限太高，用着有点,0,1,0,0,0,875761,74649
235,强制关注，强制权限，恶心得一比，一星都不想给，一星拿走不谢,0,1,0,0,0,3412320,346
236,永远打开都是说定位权限关闭，让去打开，明明都打开了，就是没法进入主页面，结果弄得燃气费也缴不成，还必须用着破玩,0,0,0,0,0,3184269,94752
237,追评一下:权限很恶心，要是再不改就卸了。读书软件要电话干毛？实在是恶心至极,0,1,0,0,0,4098715,448764
238,安装后偷偷获取读写短信的权限，目的未明！！危害极大！！！,0,1,0,0,0,4192655,74879
239,为什么我的显示没权限进,0,0,0,0,0,2362952,2009
240,刚开始根本就不知道还可以改权限，系统要不就提示一下，一升级绿屏！一卸载我的照片全没了，奶奶滴……气死了,0,0,0,0,0,684151,27894
241,权限要求的太多了,0,1,0,0,0,4076661,448764
242,差评，为什么需要修改系统设置的权,0,1,0,0,0,4530831,59051
243,米3，权限给了，但录不了,0,0,0,0,0,1727116,63812
244,读书就读书，你个读书软件要手机通讯录和图片权限干毛？果断卸载,0,1,0,0,0,4132251,448764
245,这软件要手机打电话权限干什,0,1,0,0,0,4644132,550049
246,流氓软件，要开权限，才能进入,0,1,0,0,0,4527975,1116
247,开了悬浮窗权限，直播还是不能小窗,0,0,0,0,0,3437346,346
248,垃圾，不给权限就闪退！！！,0,1,0,0,0,3982499,383017
249,用新手机以后每次打开软件都要允许一些权限，以前都不要，一次能理解，但是次次都这样搞得想卸载！！！！每次允许权限以后按下一步还会蹦出来，不是为了流量早就卸载了，现在的东西越来越烂！！！,0,1,0,0,0,3618608,100335
250,我的妈啊这什么垃圾游戏，一进来就要各种权限，任何一个拒绝就不能玩，居然还要允许打开我的知乎是什么鬼？？？这样就算了，最不能忍的是密密麻麻的广告，不到10秒钟有5.6个，什么垃圾东西,0,1,1,0,0,3758563,548557
251,到底想干嘛，什么权限都要,0,1,0,0,0,4645521,51733
252,游戏有木马，偷跑流量！建议运行时设置数据流量权限！不然等着运营商的律师传单,1,0,0,0,1,1592684,31828
253,什么破东西要那么多权限?买个东西还那么多屁功能，越更新越烂，现在登录还什么系统开小差，垃,0,1,0,0,0,4123749,76829
254,进不去。写着什么什么权,0,0,0,0,0,3928536,24652
255,什么鬼东西，怎么录制不进去声音了，不是说没打开权限，刚开始可以，但是快进或者返回去录前一句的时候声音就录不进去了，浪费感情，用了这么久，怎么会出这么大的问题，这么大的bug就看不见吗,0,0,0,0,0,4127397,71936
256,广告卡黑屏，恶意下载游戏软件，处理办法:软件数据WiFi联网权限关闭。后台运行权限打开才能正常闹铃，辣鸡软件，比病毒还流氓,1,0,1,0,1,3937468,145
257,一个买东西的软件你要这么多权限干嘛？不停的在打广告费用户的流量的Wi-Fi资源，我以为只有我一个人卡，没想到所有人都,0,1,1,0,0,4535527,1023
258,太差，不是要权限就是闪退,0,1,0,0,0,3976374,383017
259,垃圾软件，未收到货直接收款了，退款也不理，这种小平台没权限，找客服也是反馈商家，就是说没担保，钱直接打给商家，出问题找谁都没,0,0,0,0,0,4273058,253210
260,自动下载软件，以为没法治你？直接禁用你一切网络访问权限……小杂,1,0,0,0,0,1303798,74299
261,不给权限还不能用。那就不要用了。再见,0,1,0,0,0,4071801,76829
262,软件很好，但是需要的权限太流,0,1,0,0,0,4627894,550049
263,米6 miui9稳定版，卡住无法使用。服了某些人说权限问题，自己吃饱了全世界说饿的人都是不会用勺子,0,0,0,0,0,4488150,122651
264,玩是好玩，就是广告太烦，要等五秒才给叉掉，而且退出游戏之后还会蹦出广告页面 烦死了，把权限关了都不行，特烦下了之后就知道了！！！！,0,0,1,0,0,1590808,93917
265,贱软件一枚！！即便退出清除所有后台程序后仍然在使用GPS，关不掉！除非手机重启，或人为关闭GPS功能让其它应用也无法使用GPS！在我手机软件耗电排行里排第一！占了手机总耗电量的23%！！只是早上上班打开一下，结果GPS一直使用了5小时！还好我发现了，才明白手机耗电怎么这么多！！只能去手机权限设置里禁止它用GPS了！！不仅如此还闪退！只能在公交站台页面停留，只要点进去车辆详细页面就闪退！！要不是它能查的车次有些酷米客查不到，怎么可能会用你！,1,1,0,0,0,1566599,21409
266,看看这些权限  是要绑架用户的手机么  百度真不要,0,1,0,0,0,1149609,41965
267,垃圾游戏，还要各种权限……闪退，给一星都有点,0,1,0,0,0,4657870,25940
268,都不知道用你干嘛，功能不多，还要权限，你说你一个股票软件要手机权限干嘛，还要图片权限还有不记得乐，拜,0,1,0,0,0,4882460,1116
269,软件太恶心了，一开始登录一直收不到验证码就算了，还一直说我没网络，根本不能用。还要一直要我允许很多权限，带坏移动名声😣😣,0,1,0,0,0,4311467,504451
270,垃圾，要权限，那就拜,0,1,0,0,0,4585127,283
271,真心不好用，  要那么多权,0,1,0,0,0,3993708,383017
272,软件本身功能不错，但只要拒绝拍照，录音，存储任一个权限就无法使用！,0,1,0,0,0,3201649,23664
273,六年前就用此闹铃，最近不给权限就闹铃不响，给了权限就不停的弹广告，诱导安装软件，刚开始还以为别的软件造成的弹广告，删了多个软件终于找到这该死的正点闹铃了！差评完直接删除！！！！拜拜！！,0,0,1,0,0,4066330,145
274,一星都不想给，不给权限一直弹窗呵呵。软件卡的死，越更新越垃,0,1,0,0,0,3554740,100335
275,垃圾！电话都打不出去，不管什么时间段都提示线路繁忙，逼用户开通会员，开了之后体验不是一般的差，打电话慢，有急事的话会气死，通话声音质量差，太恶心了，还有一大堆权限请求，读取短信，通话记录，修改通讯录，等等，还有一大堆的广告，软件反应慢，启动慢，要说有多烂就有多烂，反正谁用谁知道。老子从来没有对一款软件有这么多的看法的。希望大家有急事，重要的事，千万不要用这个打电话,0,1,1,1,0,1825208,115459
276,进不去？？？逗我们玩呢，权限都给也进不,0,0,0,0,0,3684826,77915
277,权限设置允许使用相机，可是app里无法开启相机，自己加载发型图片倒是一大堆，辣,0,0,0,0,0,3881246,51523
278,30个权限，所有权限都申请，禁止了28,0,1,0,0,0,3653484,21976
279,一星都不想给，索要权限不开权限根本用不,0,1,0,0,0,4689784,1116
280,真恶心，不给定位权限就不让,0,1,0,0,0,4584384,75942
281,要你爸爸我那么多权限是想偷窥我吗,0,1,0,0,0,3765909,9859
282,比起国际版加了好多广告，要求好多权限，还非要交出手机号码身份,0,1,1,0,0,4452440,450665
283,真垃圾，玩不过几关还要购买装备，幸好决绝全部权限,0,1,0,0,0,1108802,78276
284,为什么口语需要开放读取手机号码等信息的权限才能使用？这算耍流氓了吧。我练口语为什么要告诉你我的手机号码各种信息？这有关系吗,0,1,0,0,0,3429635,421581
285,要获得root权限不好,0,1,0,0,0,1742389,47277
286,不就没给你定位权限吗，一直在那提醒，烦不,0,1,0,0,0,3183142,40002
287,注册失败，老是提示已签约该业务。查账户也查不了，提示当前登录用户权限不足。放出来用不了，还放出来干啥,0,0,0,0,0,3707293,82741
288,一个买东西的软件，凭什么要看我的照片，文件，不给权限还打不,0,1,0,0,0,3548011,76829
289,千万别安装，安装后有发短信权限，禁止发打不开游戏，一旦允许，立马发条短信扣5元话费,0,0,0,1,0,3157887,79985
290,给你个球的星，半颗星都不想给，不给权限进不去打不开，给了权限进去全是让掏钱买的，明明点了取消点了叉，过一会儿收到短信扣了我的话费，两次都是这样，两条短信扣了我五十，nmd我都不知道话费剩38你是怎么不经我同意直接扣掉50的，手机直接停机了，有本事你就不给我的评论通过审核，什么垃圾版本，我真服了小米商城下载的游戏了，十有八九都是广告巨,0,1,1,1,0,4682324,25940
291,这几个月重庆都不行，今天也还不行。听朋友说过阵子重庆要正式支持手机刷公交卡，例如小米官方的那个NFC也会支持，正在测试。估计是业务权限受限了所以停掉,0,0,0,0,0,4467824,57074
292,垃圾！！！所有权限都给你了，还不能正常收到推送,0,0,0,0,0,3975630,45173
293,不给读取文件的权限就直接退出啦?产品经理的脑袋是不是进水啦,0,1,0,0,0,4276239,451093
294,耍流氓呀，必须把手机的权限全部给它，它才让用，真恶心，臭不要脸,0,1,0,0,0,4467769,1116
295,垃圾游戏 暴雪给你权限了吗 抄袭守望先,0,0,0,0,0,3941450,462431
296,看来FF和uc相比差距好大。uc缺点就是要权限，什么都要，真担心它把银行密码支付宝密码都偷走了,0,1,0,0,0,4001721,32066
297,差评，不给定位权限就闪,0,1,0,0,0,4298702,75942
298,幸好，没有买他们的东西，要不不给打开照片的权限，就闪退，真是霸王，就没遇到过这种AP,0,1,0,0,0,4333557,102
299,垃圾玩意，他妈一直提醒我打开权限，草泥马，还不挺提醒，我他妈都同意权限还提,0,1,0,0,0,3462449,100335
300,实测小米5x没法用 总是提示定位失败。 后台gps设置高精度，电池耗电不做任何限制软件权限全开 仍然不行。别的地图软件全没问题,0,0,0,0,0,4100731,445269
301,一下载就能用，第二天就经常要显示申请权限，又要删了再下载，真是烦透了，能不能好好改善,0,0,0,0,0,3589048,383017
302,垃圾，我的手机上什么权限都不跳出来，我妈的手机又是要权限，又是要注册。你咋不上天呢,0,0,0,0,0,4453814,153601
303,垃圾软件，用的好好的要电话和存取权限，这不明显是流氓行为吗,0,1,0,0,0,4455610,1116
